0,1,2,3,4,5,6
0.99181515,0.8451355,0.7564108,0.6005265,0.48511565,0.31495267,0.300778
0.85313106,0.96060985,0.93372184,0.7556105,0.5980062,0.39201987,0.38116822
0.8264581,0.95782757,0.9455185,0.78829324,0.63404316,0.41493472,0.4051171
0.6304474,0.7199329,0.86776257,0.96785015,0.8042757,0.55086875,0.55285275
0.54960966,0.6244643,0.72344714,0.859821,0.93228745,0.6860845,0.6767556
0.3610153,0.41555518,0.48978812,0.6265741,0.750002,0.8238969,0.8377685
0.3491551,0.40208247,0.47784525,0.61572474,0.73416275,0.81649834,0.84009844
