0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.9670651,0.6121976,0.73605704,0.8527384,0.14955747,0.4555971,0.3373512,0.42357677,0.45346707,0.32852104,0.3638965,0.33495536,0.32379892,0.309018,0.26666042,0.27417865,0.2657438
0.78450173,0.7519455,0.7855554,0.7859051,0.3148745,0.55393153,0.4855922,0.5167485,0.50317675,0.40987298,0.4301251,0.4198587,0.37557313,0.36164054,0.3226972,0.3273105,0.29424146
0.895338,0.7795163,0.85423577,0.8218173,0.33304173,0.5991667,0.50410485,0.5532804,0.5747767,0.45481777,0.4742252,0.44422713,0.40375376,0.4052937,0.31985113,0.32270154,0.30988804
0.27928492,0.55995286,0.60286665,0.23212118,0.6667641,0.71995145,0.6762967,0.61398536,0.69018316,0.5485867,0.4996461,0.46737963,0.4209841,0.42823687,0.33223954,0.31967103,0.2888792
0.6693606,0.72046095,0.87008786,0.6241293,0.71190834,0.8541263,0.77505255,0.7541796,0.83581024,0.6295475,0.6117519,0.55279976,0.48628563,0.55491054,0.37614337,0.36329708,0.3367925
0.34690884,0.5590985,0.71468854,0.3208337,0.8667545,0.8833428,0.8608617,0.8204327,0.85865283,0.65259576,0.6328668,0.55684596,0.49206215,0.5984651,0.37612927,0.3620042,0.3342151
0.541936,0.5828324,0.7884895,0.5255051,0.7682204,0.8987726,0.9157105,0.90515745,0.84918344,0.7161827,0.7248208,0.6501586,0.5836889,0.71344656,0.44862688,0.43488824,0.41497222
0.7316479,0.66866714,0.8174382,0.6701726,0.567827,0.7391581,0.63990206,0.63719976,0.7640614,0.5243418,0.5028275,0.4569514,0.41521245,0.45473784,0.33707294,0.3282705,0.30935475
0.38747343,0.46529678,0.6225315,0.39815527,0.6907026,0.76388025,0.77386165,0.78444743,0.7174808,0.7957388,0.7624338,0.6785417,0.6332846,0.7688007,0.45916042,0.46272752,0.45027158
0.46786118,0.52437544,0.7045015,0.45304054,0.71527123,0.8169423,0.8606028,0.9009577,0.75984675,0.862807,0.8567373,0.77304834,0.7133401,0.83773506,0.5154409,0.49567655,0.48713425
0.3722745,0.44830555,0.59701955,0.37426507,0.6631021,0.7410802,0.8035452,0.8468592,0.6832956,0.86356723,0.87097836,0.82265973,0.77532524,0.8583574,0.5664118,0.5389127,0.5237079
0.33106562,0.4173855,0.4879318,0.3182897,0.44304144,0.53991383,0.6230468,0.6976653,0.4586807,0.81392694,0.84627056,0.8553662,0.84999204,0.79516256,0.65005285,0.6278521,0.63048756
0.50790316,0.5464007,0.7202277,0.4996418,0.6009581,0.7694519,0.80960196,0.8591815,0.71327317,0.791903,0.8047964,0.7355864,0.6580597,0.78127456,0.46450835,0.45558465,0.45982796
0.26754448,0.34933728,0.41045994,0.263166,0.389183,0.46598262,0.5252801,0.5768549,0.39545256,0.6363934,0.6706842,0.74214464,0.80514413,0.6259382,0.7861265,0.7654919,0.74813676
0.2659699,0.3243108,0.36541033,0.253278,0.30236244,0.40260947,0.45666605,0.5004579,0.3336857,0.55141014,0.57954544,0.6615064,0.73731184,0.5226363,0.78971565,0.806034,0.798594
0.25189117,0.30051565,0.34852064,0.24347007,0.27662253,0.3838762,0.43917915,0.47329584,0.3172343,0.52371985,0.53403676,0.6033055,0.67047614,0.49876165,0.71993953,0.7680626,0.8194725
