0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.952902,0.70708007,0.8196175,0.90472263,0.24091917,0.5919249,0.41693226,0.537965,0.54174006,0.4467445,0.5027576,0.44860423,0.41255486,0.435546,0.27633837,0.28556058,0.27876833
0.668453,0.73186415,0.7404402,0.6984673,0.2717013,0.5487797,0.46075892,0.54908925,0.47618145,0.42330927,0.4903781,0.47229895,0.43664205,0.44153693,0.3039545,0.28774962,0.26356557
0.8821216,0.8088492,0.86853623,0.8827048,0.34522992,0.66237086,0.52821344,0.6184387,0.60738295,0.51036847,0.56743,0.5165703,0.46815315,0.50133944,0.32532007,0.3201884,0.30296895
0.38383582,0.6001378,0.61618197,0.43104735,0.60853016,0.69054157,0.6642168,0.6222105,0.6598131,0.54711664,0.55187815,0.527854,0.5079127,0.50342876,0.3650944,0.32940418,0.2814126
0.829698,0.8301753,0.8987111,0.8412327,0.55673516,0.80159485,0.68821007,0.7129885,0.7611035,0.6090202,0.6417338,0.58994406,0.52538264,0.58128494,0.36869952,0.34636608,0.32220563
0.57807624,0.6835566,0.8151502,0.6413579,0.7105043,0.87198055,0.836884,0.8392699,0.8204711,0.68453,0.7168658,0.6768031,0.59034467,0.6676896,0.42737284,0.38494736,0.33786827
0.6689041,0.7027493,0.85912406,0.67274034,0.6724127,0.91168743,0.8641301,0.8999842,0.85511535,0.73581606,0.8033477,0.75475097,0.67142195,0.75095034,0.4741645,0.44009358,0.41172484
0.83865756,0.7516494,0.8251816,0.7676138,0.4371535,0.6922708,0.5429236,0.5804103,0.68795127,0.5086577,0.5419626,0.49450502,0.45652843,0.49606013,0.32451704,0.32142985,0.31659332
0.39570555,0.5147938,0.6442385,0.4554908,0.6665027,0.7574431,0.80096334,0.7624697,0.72750163,0.75778884,0.72998095,0.66083527,0.6035809,0.74171555,0.45419773,0.40832555,0.37435672
0.6001996,0.6441742,0.81125367,0.59555626,0.6405151,0.85112375,0.8493538,0.9056658,0.79710186,0.8329034,0.8643308,0.79318887,0.73374486,0.8272952,0.53102463,0.49080452,0.46494567
0.5121129,0.5669296,0.722595,0.52348226,0.6444501,0.81890124,0.8516057,0.87990564,0.77077156,0.8616822,0.8794747,0.8226832,0.7657371,0.84326166,0.5799903,0.5359145,0.5049797
0.45007148,0.49631846,0.64515233,0.4328972,0.56119007,0.7010404,0.7277592,0.79656345,0.64822394,0.7941763,0.8481019,0.84450066,0.8341497,0.8108217,0.6684241,0.63200957,0.62609094
0.5332948,0.57041675,0.7709328,0.52140504,0.5766703,0.7938885,0.7851039,0.87957656,0.75766253,0.76483893,0.8137565,0.7609909,0.7014503,0.7996374,0.51364964,0.46792632,0.4409031
0.31628746,0.36340508,0.47938672,0.30422515,0.43036836,0.5326289,0.55536675,0.62677264,0.48395213,0.65453994,0.70109403,0.7479212,0.8009529,0.66341084,0.7336705,0.70701236,0.7044021
0.2937147,0.3418318,0.43509838,0.26438332,0.37429085,0.47358617,0.4919605,0.5527739,0.42583773,0.57933235,0.6338331,0.6837731,0.7514115,0.5944261,0.7694311,0.7779315,0.7722721
0.25942734,0.2890896,0.38886547,0.22729622,0.3450486,0.4317601,0.4534472,0.5160977,0.39351997,0.54187095,0.59515154,0.63426447,0.697687,0.5801643,0.72174513,0.7530557,0.80830646
