0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.9702785,0.58738565,0.7237515,0.9034426,0.16378488,0.4783959,0.36696282,0.46811086,0.45922443,0.34864062,0.42795485,0.39481992,0.3470304,0.41327024,0.25696406,0.27263832,0.2670359
0.5783558,0.81957495,0.77363294,0.60326505,0.4348391,0.62622607,0.60802037,0.5984717,0.56482685,0.4432103,0.5160139,0.5239435,0.46943995,0.4963772,0.39167297,0.36649525,0.3363549
0.8485263,0.8202807,0.8613571,0.7894894,0.40653163,0.66387045,0.5846314,0.6192678,0.64672387,0.50464684,0.56718284,0.5309894,0.47554877,0.53844213,0.35023087,0.34572536,0.34343803
0.19768848,0.58928895,0.6375077,0.16735336,0.8081572,0.79920316,0.7658564,0.6713098,0.7937706,0.5909243,0.5597964,0.5143279,0.4794561,0.46793294,0.3666264,0.33083183,0.3068079
0.59173214,0.83153075,0.87672085,0.5424479,0.7710877,0.8954045,0.83645064,0.7788918,0.8919571,0.65733254,0.66848886,0.60950714,0.5520315,0.6019385,0.41307697,0.38394272,0.36994284
0.41962764,0.74141234,0.812344,0.37616217,0.8551811,0.920541,0.90223324,0.83794355,0.90374666,0.7070753,0.69873506,0.6474548,0.5812209,0.6203829,0.43470356,0.40504658,0.37997666
0.59891,0.69025725,0.81540245,0.562076,0.63786036,0.86078155,0.8633671,0.89842194,0.80327135,0.7228376,0.76391596,0.72998893,0.65958863,0.7164984,0.48323333,0.4638182,0.43474206
0.65059996,0.7899492,0.8277104,0.59367144,0.59881413,0.7817413,0.6942388,0.6698801,0.8022259,0.5571507,0.57876796,0.52567285,0.4830605,0.52908105,0.36617514,0.3434935,0.33036757
0.33754012,0.54733354,0.54894036,0.3048592,0.6379225,0.69833755,0.7396119,0.711037,0.6637944,0.8079935,0.7643881,0.6720719,0.61696976,0.7442529,0.44018748,0.42610332,0.40468803
0.47451895,0.6200031,0.7029771,0.4290516,0.6455663,0.79050744,0.83592045,0.8627474,0.7422345,0.8747624,0.87126637,0.80334955,0.74393356,0.807733,0.5275369,0.508323,0.49957645
0.4211171,0.59103954,0.6493798,0.38560477,0.6149528,0.7419221,0.80025166,0.83490545,0.69902617,0.85215807,0.87888604,0.83713806,0.78356093,0.826477,0.5686319,0.53955877,0.5186728
0.3386194,0.5371157,0.5732158,0.28313312,0.52087855,0.6312843,0.6988932,0.7519613,0.5669296,0.8084065,0.8627592,0.8774777,0.86834705,0.8089612,0.686349,0.65065455,0.6410142
0.40747535,0.60161024,0.7040113,0.37241012,0.5478612,0.7348231,0.79220986,0.84894735,0.6896495,0.7686553,0.78228855,0.7556378,0.70835793,0.72259897,0.48826233,0.47692782,0.4725252
0.311905,0.44342476,0.48572192,0.24278253,0.4526112,0.53617686,0.55521095,0.58809155,0.48616904,0.63250065,0.6719403,0.7289222,0.80282724,0.60864824,0.7866756,0.77033335,0.7674248
0.295495,0.4077303,0.4428215,0.23049575,0.39007914,0.47293636,0.5015518,0.54071647,0.4234889,0.5770285,0.6169686,0.6940728,0.7699086,0.55405277,0.8130899,0.8236075,0.8241236
0.2799034,0.37464243,0.39963648,0.20861067,0.33190858,0.4160483,0.4470472,0.48637888,0.36640933,0.5258248,0.56727725,0.6442601,0.72068954,0.5153308,0.75691396,0.80175024,0.8558739
