0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.8492442,0.8448148,0.82143307,0.7599275,0.7119233,0.6297614,0.56668323,0.55835515,0.5680632,0.5448594,0.53597337,0.5220913,0.49526638,0.45605674,0.39913926,0.32253194,0.24497205,0.22194242,0.21854326
0.80946714,0.80687875,0.7963603,0.7359165,0.6922201,0.6136896,0.5637383,0.55459607,0.563905,0.54060346,0.53172696,0.5221451,0.50280106,0.46449265,0.41035074,0.3290465,0.24706207,0.2220693,0.22223556
0.77664036,0.768461,0.76320356,0.7069926,0.6656109,0.5908679,0.54564923,0.5358542,0.54469,0.5241515,0.5143746,0.5083882,0.49425885,0.45655507,0.40213117,0.3280151,0.24733065,0.22145793,0.22495253
0.83215225,0.83207977,0.80023885,0.73716897,0.69559026,0.6170341,0.56754744,0.5621528,0.570865,0.54700196,0.53990513,0.5307845,0.5169887,0.47935256,0.4207658,0.32992896,0.26233482,0.23382775,0.2409252
0.83618337,0.84254134,0.8442629,0.7972579,0.76078546,0.6912028,0.63639796,0.6222822,0.6312263,0.6099428,0.5984593,0.5836623,0.5600636,0.5030334,0.43432486,0.33245167,0.26678053,0.24039155,0.24503818
0.8381168,0.87062854,0.8881353,0.84745693,0.8073466,0.7378755,0.6885326,0.6719825,0.67598456,0.65402895,0.64179355,0.62199056,0.58794034,0.5289468,0.45831844,0.34715354,0.27271205,0.25143537,0.24968778
0.7248305,0.7801482,0.84921384,0.8783256,0.88195246,0.8713296,0.83823574,0.8179599,0.8098949,0.79470354,0.77080035,0.73943377,0.69751495,0.59570396,0.50421244,0.39652365,0.31140524,0.28649005,0.28365448
0.693944,0.7599236,0.8337122,0.87270635,0.88600165,0.8828249,0.86087316,0.8416189,0.8375403,0.8206176,0.79958344,0.76952016,0.7122987,0.6089236,0.51476085,0.40623236,0.3136674,0.28735197,0.28484383
0.66337484,0.73010707,0.80975634,0.8498092,0.8683761,0.8746827,0.86920387,0.85452116,0.8540777,0.8423718,0.82164735,0.7925558,0.7390072,0.6382553,0.54272175,0.426025,0.3287943,0.3002159,0.29870188
0.6143641,0.6876577,0.7665148,0.8262042,0.85047567,0.87859476,0.8830442,0.8726757,0.8711464,0.8623383,0.8437873,0.8102525,0.75885576,0.65882754,0.5658242,0.44997278,0.34395406,0.31742543,0.31133547
0.60060567,0.669147,0.7418917,0.7927751,0.8197176,0.8481675,0.8635633,0.86338913,0.8675094,0.8670963,0.85701984,0.8275152,0.77607733,0.67993337,0.58763295,0.47284108,0.36067483,0.33095846,0.3249139
0.5799878,0.6472454,0.7245677,0.77898633,0.8056601,0.8390133,0.8603802,0.85888946,0.86205125,0.86283517,0.8507444,0.8211883,0.7854879,0.6910029,0.59142226,0.47412026,0.35963634,0.32975593,0.32481968
0.5831229,0.6412658,0.7053242,0.7547275,0.7768223,0.8035202,0.8430088,0.85241884,0.857014,0.8613107,0.8541429,0.83640015,0.8537158,0.78334475,0.68782383,0.571559,0.4358316,0.39751774,0.4029071
0.51945007,0.5712856,0.62383235,0.6703798,0.6921213,0.7203616,0.77112406,0.78853464,0.79957974,0.8183393,0.81962866,0.80817825,0.84047437,0.801116,0.72818375,0.6238516,0.4807152,0.44190627,0.44566453
0.5185521,0.5655903,0.6099505,0.6445787,0.65995747,0.6743873,0.7178262,0.73302084,0.7433132,0.76210827,0.76575816,0.7588503,0.80364853,0.7912659,0.7384904,0.6530592,0.5119343,0.47350404,0.47688973
0.4935441,0.5315906,0.5711759,0.59860426,0.61051255,0.61632806,0.65439355,0.6729174,0.6879043,0.70687497,0.7110641,0.7092242,0.7547184,0.75968117,0.73229325,0.67415506,0.54829955,0.5069167,0.5136639
0.41294435,0.44647354,0.48067418,0.5096309,0.5191655,0.52638316,0.56655717,0.5861121,0.6028802,0.6226453,0.6267615,0.62854725,0.6846196,0.7070702,0.70432615,0.68381125,0.5987132,0.5591854,0.566812
0.35431716,0.3800218,0.41361654,0.44062406,0.45179808,0.46286726,0.5003427,0.5158159,0.5318153,0.54826057,0.5514226,0.555307,0.6174081,0.6461277,0.6625071,0.6807758,0.66148484,0.6282401,0.6334519
0.31687853,0.34115255,0.37396422,0.40109843,0.41273162,0.42612,0.46956918,0.48656443,0.50223595,0.5189963,0.5196393,0.5227525,0.59235877,0.6188236,0.6405606,0.66829807,0.65405047,0.6108246,0.6472017
