0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.96126384,0.93000996,0.85633016,0.7236234,0.6739047,0.5903739,0.57456297,0.56906915,0.5682876,0.54664254,0.52673924,0.50452197,0.5137311,0.45789045,0.39683333,0.3169239,0.22858855,0.23458603,0.23009385
0.9642701,0.94467443,0.8797737,0.7522117,0.706251,0.6248369,0.615463,0.60950494,0.60746974,0.5848471,0.5665203,0.544795,0.55213714,0.49118826,0.42679015,0.3434171,0.2520735,0.25586417,0.25413802
0.971181,0.9595676,0.9112864,0.7967643,0.7517246,0.67272663,0.65733224,0.6477222,0.6441333,0.62167585,0.60184157,0.57888657,0.5831346,0.5151388,0.44794518,0.36074436,0.26802468,0.26924315,0.26917922
0.9467477,0.965499,0.93822426,0.8457872,0.80873525,0.73456734,0.71344143,0.70303327,0.69516045,0.6721662,0.6488541,0.6268581,0.6224062,0.5385231,0.4662631,0.3792892,0.29122266,0.29283753,0.29210046
0.85843426,0.93402517,0.9567265,0.9270871,0.9021093,0.85249984,0.81608325,0.7973327,0.78117985,0.7579544,0.7295934,0.70462656,0.6845242,0.5854234,0.5029912,0.4139974,0.3270854,0.32490137,0.3300943
0.7875864,0.8861178,0.93550766,0.94289964,0.9301686,0.8944617,0.8559587,0.8335774,0.8130923,0.787692,0.7575097,0.7309894,0.70099586,0.5951506,0.50928175,0.42004344,0.33353275,0.33028573,0.33569777
0.6758823,0.79262483,0.86896694,0.9299773,0.94236004,0.94606596,0.9313889,0.9099564,0.8889486,0.8626634,0.8310518,0.7969307,0.7546035,0.63651234,0.5440413,0.45021105,0.36163396,0.35747424,0.3688538
0.6748698,0.7873886,0.8656324,0.92670363,0.9400592,0.94696337,0.9502923,0.9326684,0.9150968,0.8914264,0.8644152,0.8309379,0.7888149,0.67557836,0.5806043,0.47918093,0.38752538,0.38125104,0.39599422
0.65403515,0.7654494,0.8434687,0.9097669,0.9278748,0.94329756,0.9593073,0.9457139,0.9332948,0.9141182,0.8903249,0.861305,0.81843305,0.7051174,0.6066425,0.50033116,0.40900642,0.40107858,0.4166293
0.6505205,0.7559371,0.83162665,0.88977444,0.90734214,0.92724097,0.95121807,0.94337803,0.9353356,0.91942555,0.8971059,0.86987334,0.8313296,0.71912104,0.624225,0.5164727,0.42175624,0.41084027,0.42868623
0.6259536,0.73289037,0.8030552,0.8608869,0.88028765,0.90636784,0.9388655,0.9346339,0.93046606,0.91944236,0.89925444,0.8770955,0.84272814,0.73700064,0.6445274,0.53730786,0.43758774,0.42586914,0.4427986
0.6396702,0.73928905,0.80397975,0.8529706,0.8725512,0.89811933,0.9318399,0.9317934,0.93084043,0.9231516,0.90561754,0.8846341,0.85129327,0.7508713,0.66294557,0.5543757,0.4538673,0.4432094,0.45932943
0.6251833,0.70702654,0.7612096,0.79104966,0.8035356,0.8256823,0.8850492,0.89125335,0.89874727,0.90515953,0.8977233,0.8861813,0.9043649,0.82270163,0.7473266,0.63352644,0.5152805,0.48936796,0.51442695
0.5624426,0.6444888,0.69445026,0.72432566,0.7339237,0.7659947,0.82757145,0.8399934,0.8513763,0.8694628,0.8672197,0.8673089,0.8933213,0.8527361,0.8000468,0.6980431,0.5639412,0.5351376,0.5507804
0.5127794,0.57515526,0.61153686,0.62215614,0.62454975,0.63686764,0.70364314,0.7221164,0.73421633,0.76040936,0.7672293,0.7716808,0.8177242,0.8416506,0.8327119,0.7681027,0.6080904,0.5696941,0.5875854
0.45303252,0.49995074,0.53188455,0.5395575,0.5394221,0.5544999,0.62413436,0.6444389,0.6565915,0.6805629,0.6935857,0.70426613,0.7689347,0.80538493,0.8182336,0.7924827,0.6487267,0.60967493,0.62618023
0.3939559,0.43918166,0.46683663,0.47162148,0.47045308,0.48888627,0.5498864,0.57006276,0.5824661,0.6047918,0.61618793,0.632782,0.698581,0.746351,0.77459115,0.7961008,0.7007192,0.66739494,0.66616136
0.3288287,0.37959543,0.40080312,0.4120221,0.41702735,0.4325973,0.49101526,0.51021653,0.5214562,0.53825593,0.549786,0.5589346,0.6145665,0.65724945,0.6898543,0.7507133,0.7670983,0.75712365,0.7558964
0.30895382,0.35933742,0.3854044,0.40275365,0.40959364,0.4294459,0.49567688,0.51613426,0.5272342,0.54694694,0.56080836,0.56731594,0.6188617,0.65536976,0.6810644,0.74491537,0.76633155,0.74852204,0.7895935
