0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.9164287,0.8483003,0.5840078,0.50670874,0.48492602,0.46076176,0.43483248,0.3419917,0.28574547,0.22578251,0.19876763,0.18735124,0.17800878,0.1580476
0.7861151,0.7650035,0.5924446,0.525472,0.50366575,0.45605758,0.44402322,0.35043022,0.31340158,0.26728642,0.242524,0.22730088,0.22933473,0.21375634
0.851614,0.8396729,0.79687047,0.7241643,0.651661,0.6130026,0.5699494,0.4708917,0.3990525,0.32930046,0.2843529,0.28361794,0.28158072,0.2663646
0.48694202,0.56782,0.48860425,0.4460577,0.4097532,0.38627237,0.35906768,0.2806026,0.24107203,0.19818461,0.16881566,0.16281924,0.1603826,0.14603832
0.64094645,0.6726697,0.62147343,0.5768677,0.5258335,0.49881548,0.46848375,0.36963287,0.3128949,0.25378078,0.21970083,0.21660422,0.21357611,0.19579984
0.69637275,0.6576319,0.8830573,0.8213719,0.71847105,0.67437816,0.61384416,0.50859046,0.4259431,0.3602193,0.3062844,0.30897418,0.30834526,0.29437548
0.6686918,0.62987053,0.8620986,0.85323733,0.77489954,0.74915546,0.6832886,0.5850423,0.49384272,0.4167121,0.369064,0.3623416,0.36117864,0.35194218
0.6142439,0.6503823,0.5241657,0.49124366,0.459803,0.4469748,0.41873875,0.3304205,0.27630094,0.22160564,0.1932437,0.18267235,0.18015046,0.16380344
0.56103027,0.53232497,0.76321197,0.79985636,0.80406684,0.755991,0.69245887,0.60481864,0.51877064,0.44883427,0.3930439,0.37924883,0.36611634,0.35397935
0.5065291,0.49364182,0.7670095,0.83477193,0.82802767,0.78664917,0.70716685,0.6322354,0.5430038,0.46727756,0.41751772,0.4029095,0.39619473,0.390555
0.44828236,0.43445078,0.70827293,0.8028319,0.8236403,0.79742926,0.7358362,0.6712747,0.5875497,0.51341,0.46311164,0.44858494,0.44119373,0.43348664
0.38358495,0.36884147,0.61894876,0.7158625,0.7592999,0.7667821,0.73974794,0.72018087,0.66173005,0.5960644,0.5478042,0.5215816,0.5156951,0.51131225
0.49518412,0.5022757,0.7073637,0.7609229,0.76115674,0.7278746,0.6409783,0.5637077,0.47330028,0.40694502,0.3529534,0.3267989,0.3195036,0.3170562
0.29566875,0.27650106,0.49371216,0.58712816,0.6457675,0.667224,0.67632717,0.6974101,0.6913714,0.67245173,0.6325564,0.5955762,0.5976679,0.6038366
0.2720927,0.25831938,0.44646943,0.53360146,0.5948433,0.63586426,0.6638274,0.69522256,0.6956782,0.67116183,0.6511881,0.66028565,0.6690043,0.68513733
0.24459592,0.23681593,0.40618232,0.49332425,0.54705185,0.58280104,0.6144736,0.6418572,0.6391002,0.61154693,0.5925812,0.6189378,0.6376294,0.6757236
