0,1,2,3,4,5,6
0.9746622,0.8272714,0.7487328,0.597006,0.5425529,0.37198004,0.343205
0.84329623,0.9662946,0.8555433,0.7085175,0.6131977,0.41344815,0.37475517
0.73845255,0.8220571,0.9253471,0.8545217,0.7205075,0.4676833,0.44222915
0.70927197,0.80310315,0.9212335,0.8701549,0.740714,0.4762353,0.44891798
0.57721084,0.6502349,0.7912573,0.841704,0.85164934,0.58872056,0.57124704
0.4822832,0.5459172,0.64465857,0.6694295,0.7449767,0.6826499,0.71235937
0.46064034,0.51961416,0.61172664,0.6283633,0.7068328,0.65961546,0.7109034
