0,1,2,3,4,5,6
0.98848355,0.76735514,0.72606003,0.5804065,0.47165874,0.28193867,0.22948804
0.7814719,0.98695505,0.8582629,0.70654744,0.5873169,0.3844015,0.34169286
0.7025393,0.8261748,0.95134264,0.89930475,0.7286487,0.46180665,0.43113843
0.680718,0.80688566,0.94230837,0.92399144,0.7601127,0.47611576,0.44283295
0.5337834,0.6209897,0.719604,0.85816467,0.9194259,0.621225,0.5899062
0.34543365,0.41251013,0.49692735,0.5845487,0.7315491,0.8069644,0.80645174
0.32775605,0.39422587,0.47955915,0.5658455,0.70879847,0.7998893,0.8129094
