0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.97140443,0.9586489,0.9190752,0.8654789,0.8302238,0.76448524,0.7307183,0.7143781,0.7048771,0.66837555,0.6424103,0.6159522,0.5777076,0.48801458,0.43498594,0.3630903,0.27299857,0.23959053,0.21596004
0.9646677,0.9642707,0.93152547,0.88577276,0.8565303,0.7980378,0.76134706,0.74530405,0.73700756,0.7002137,0.67341924,0.6442793,0.61505836,0.5289245,0.4729462,0.39096272,0.29188478,0.25733727,0.2355094
0.9504655,0.96383214,0.95417,0.91843647,0.891726,0.8382832,0.79334235,0.77557796,0.7654741,0.73023367,0.7031219,0.67320085,0.6409284,0.5511975,0.4921857,0.41241163,0.3121114,0.27746502,0.25100636
0.9240547,0.9544095,0.9623581,0.944634,0.9251032,0.8825936,0.83670783,0.8129977,0.7980908,0.7629816,0.7315024,0.6997547,0.6632701,0.56132257,0.49957454,0.41591883,0.31913656,0.28229675,0.25541338
0.8983936,0.93800986,0.9610755,0.95816535,0.94826806,0.91050094,0.86903715,0.8446754,0.8252566,0.7879853,0.75632095,0.7247722,0.6784007,0.5700039,0.5069267,0.42237505,0.32444313,0.28618798,0.25919876
0.77780116,0.8344528,0.88521993,0.93507665,0.94993,0.94146746,0.9079619,0.8745292,0.84659547,0.8095858,0.7797896,0.74749964,0.6913085,0.58521956,0.51571184,0.4295573,0.33818004,0.29854313,0.26778433
0.8161497,0.8664817,0.9013797,0.9364801,0.9516408,0.95381993,0.95489,0.92859614,0.9074589,0.8752979,0.8449672,0.81340075,0.76785487,0.6593813,0.5778028,0.4809279,0.3740696,0.3298634,0.30527136
0.801573,0.85641855,0.8874351,0.9200764,0.9386024,0.94208497,0.9601082,0.9398107,0.92587876,0.8959581,0.871317,0.84377134,0.79978347,0.69243413,0.6058187,0.5000179,0.39548096,0.35303208,0.3302162
0.773512,0.83288115,0.86344373,0.8963295,0.91966015,0.9300402,0.9592873,0.9479408,0.9360859,0.9115827,0.89148325,0.86827517,0.82228565,0.7147815,0.6275455,0.51661056,0.4132231,0.36951995,0.34849185
0.7440267,0.797377,0.82489663,0.8533739,0.8779878,0.8924471,0.9423588,0.94561845,0.9407382,0.91948366,0.9113999,0.88934433,0.8492684,0.74059427,0.64895725,0.5276032,0.42153516,0.38003227,0.3605608
0.7136181,0.76559716,0.8000479,0.8289494,0.85250044,0.8729984,0.9259553,0.93816113,0.9392165,0.928909,0.9270245,0.91055757,0.87593365,0.7742787,0.6825051,0.56161875,0.45175487,0.40943068,0.3897625
0.6778722,0.72930807,0.7645486,0.7899806,0.8108144,0.83191055,0.8853889,0.90577376,0.9183866,0.9223466,0.9275225,0.91939014,0.8912711,0.8039149,0.7148913,0.5967051,0.4843113,0.4389884,0.4190281
0.62371236,0.67577505,0.7050408,0.73941785,0.7656564,0.7960647,0.8673695,0.8883564,0.8994629,0.90599656,0.9119415,0.9051589,0.92213887,0.84900683,0.7668618,0.6431095,0.5220922,0.4701578,0.46446657
0.5545537,0.5947797,0.61530924,0.63868564,0.65412796,0.6874269,0.75803936,0.7890162,0.81822586,0.84237057,0.85031044,0.85008,0.88632965,0.8853334,0.8332483,0.72689426,0.59971464,0.5426935,0.54574245
0.448952,0.49078807,0.5120951,0.5403099,0.5506361,0.58450544,0.6555645,0.6886882,0.72319233,0.7543209,0.7657886,0.7768204,0.8246109,0.8659083,0.8366535,0.7740575,0.656011,0.59963286,0.60743797
0.3891018,0.41899568,0.4347168,0.4586959,0.46625918,0.49556515,0.5592305,0.5847701,0.61611605,0.6418483,0.6443139,0.65285844,0.7212939,0.79446834,0.81263685,0.8090423,0.70123833,0.6504001,0.6636974
0.29452917,0.3184347,0.33789858,0.35828683,0.36544192,0.39702684,0.44802544,0.47035468,0.4940445,0.51809895,0.52703696,0.5373656,0.6023048,0.6829505,0.7301287,0.7898696,0.7440189,0.72119397,0.71685493
0.26408932,0.286889,0.29773936,0.31419256,0.32119697,0.34078008,0.3922775,0.41621026,0.4356107,0.45483947,0.47073367,0.48528403,0.5390551,0.61002916,0.66393346,0.7313113,0.8160253,0.8424588,0.82299614
0.23925374,0.25932044,0.2668511,0.28205547,0.2874333,0.30950955,0.3678585,0.3918367,0.4134141,0.43025848,0.4415727,0.45487562,0.51508456,0.5889049,0.64264506,0.714371,0.8130023,0.83360076,0.8671189
