0,1,2,3,4,5,6
0.82171214,0.5924928,0.56749576,0.44857377,0.4235933,0.31320375,0.29550397
0.8302353,0.89802504,0.79946876,0.5920572,0.49323258,0.34042194,0.2994218
0.8149862,0.9050046,0.90415615,0.72718036,0.61122733,0.4164691,0.38073513
0.66830605,0.7758707,0.87339497,0.8188862,0.72250444,0.4950482,0.4738622
0.55105406,0.5834985,0.76065266,0.81398463,0.83822876,0.6226094,0.6043232
0.3811518,0.39644742,0.5282631,0.6066993,0.7471918,0.79102135,0.79976916
0.32092816,0.33711764,0.47431847,0.55622286,0.68795156,0.7683428,0.8348065
