0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.9910229,0.9787459,0.6342061,0.52476716,0.50797194,0.5157768,0.46523947,0.40836036,0.34765542,0.28350896,0.26347765,0.28026828,0.27108383,0.26077458
0.9850365,0.9878846,0.62692064,0.51596504,0.49685103,0.50575596,0.45571756,0.39569652,0.33369544,0.26916412,0.24988231,0.26591092,0.2583111,0.25013933
0.61672246,0.5761089,0.97543174,0.9724193,0.8673363,0.82520336,0.7439725,0.6578537,0.54763967,0.4347721,0.39672276,0.4236225,0.427508,0.4266632
0.604575,0.5644799,0.96974057,0.98018134,0.8824761,0.84055537,0.76392716,0.67721266,0.5632166,0.44842452,0.40787762,0.43501735,0.43869135,0.43965214
0.54012233,0.5017973,0.79198617,0.89485615,0.96486384,0.95504016,0.9032851,0.8355472,0.7224458,0.58664775,0.5387661,0.57039344,0.5697546,0.56279045
0.52293617,0.48619783,0.7854059,0.88484305,0.9566661,0.9583368,0.916051,0.8495451,0.73408496,0.5963987,0.5495021,0.5795671,0.57890904,0.57035744
0.5247386,0.48801538,0.77964145,0.8768703,0.94664496,0.9559548,0.9264761,0.8633857,0.7518664,0.6158508,0.56092244,0.5880272,0.5877092,0.57939285
0.43100816,0.3907575,0.6108167,0.698215,0.78633904,0.84144294,0.89112365,0.94037074,0.91507155,0.80925465,0.71911436,0.7228172,0.69944733,0.6594825
0.41490945,0.37748688,0.5969604,0.679386,0.76551974,0.8253906,0.871704,0.9278788,0.921232,0.83323735,0.7518658,0.74223155,0.71730435,0.676904
0.30044532,0.26060098,0.42434165,0.48566934,0.56923586,0.62806755,0.6887267,0.7706752,0.84871644,0.8982967,0.8963554,0.80802274,0.76495004,0.69906205
0.29194644,0.24954781,0.41518706,0.47381464,0.55597496,0.6124284,0.6717223,0.74854296,0.8275541,0.8894074,0.9061302,0.82832587,0.78986025,0.72255605
0.27178484,0.23927209,0.40245017,0.46269712,0.5484591,0.60222244,0.6592595,0.7120939,0.73907924,0.7368272,0.7946779,0.90568215,0.9327652,0.90814364
0.264251,0.2330322,0.40707967,0.46828103,0.54842824,0.6009086,0.6529318,0.6993881,0.7237848,0.7238405,0.782163,0.9126287,0.9522933,0.9301553
0.25363374,0.22370031,0.39457005,0.4541533,0.533553,0.5846293,0.63267857,0.67476267,0.6969965,0.69808596,0.7591839,0.887697,0.94438666,0.9417631
