0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.98612463,0.984155,0.94678843,0.8864701,0.84692246,0.755828,0.6875024,0.66213316,0.64318347,0.629878,0.6070956,0.5822358,0.54915386,0.505943,0.4376673,0.32011694,0.25544804,0.24532442,0.22227931
0.98345685,0.98744494,0.957061,0.8988276,0.85917866,0.770889,0.70478255,0.6796908,0.6617268,0.64884114,0.62393206,0.5988394,0.5662645,0.52279484,0.45479256,0.33588076,0.26858553,0.25671563,0.23312335
0.9781176,0.9878364,0.9643883,0.90975296,0.87208146,0.7879833,0.7209765,0.69569635,0.6775517,0.6646219,0.6392166,0.6134278,0.5815937,0.5352798,0.4661107,0.34534484,0.27663606,0.2636712,0.24046579
0.8451031,0.89861125,0.94715804,0.97740304,0.9766765,0.9483011,0.88281775,0.85366833,0.8271167,0.806336,0.77436036,0.7415764,0.69155556,0.6196228,0.5412532,0.41049233,0.32752833,0.31007504,0.28504157
0.82694274,0.8819835,0.93660927,0.97735065,0.9825393,0.9622857,0.9028119,0.8741628,0.84811807,0.82760453,0.79517144,0.7628777,0.70787966,0.63410586,0.55276144,0.421264,0.33751342,0.31997737,0.29615188
0.8162468,0.8723358,0.9288128,0.974079,0.98210126,0.9677317,0.91554946,0.8875246,0.8642392,0.8440472,0.8132748,0.7818653,0.7280956,0.6523793,0.5686103,0.43744975,0.35063756,0.33287448,0.3099937
0.66464716,0.7253891,0.7899165,0.8558171,0.8868967,0.9286847,0.9760011,0.97510386,0.9662963,0.9550202,0.9346229,0.9077778,0.83138275,0.74435514,0.6666309,0.52008724,0.41487014,0.40159285,0.3870497
0.6577027,0.71824074,0.7807168,0.8452237,0.875498,0.91696525,0.96887344,0.97325146,0.9711951,0.9654831,0.9509214,0.9290788,0.85602075,0.77102524,0.69017386,0.5451828,0.43475083,0.41998538,0.40544897
0.6511301,0.7112773,0.7731792,0.83976406,0.87169033,0.9106421,0.96499395,0.97117263,0.9695901,0.96418506,0.950774,0.9301413,0.86149997,0.7755183,0.6954092,0.54713976,0.44018698,0.425479,0.4104748
0.6420857,0.7034583,0.7654931,0.832183,0.86399,0.902203,0.96154433,0.9685687,0.96869147,0.9649865,0.9538647,0.9348081,0.8708501,0.7852893,0.70929646,0.55913806,0.44813344,0.43116465,0.41629434
0.63176656,0.6944994,0.75685555,0.8227548,0.85424745,0.8926273,0.9546052,0.96146125,0.96333015,0.95913124,0.9524889,0.9352971,0.88575673,0.7996608,0.724588,0.57175034,0.46005958,0.44235405,0.42966455
0.5664493,0.63144827,0.6954941,0.750882,0.775421,0.8154984,0.89128023,0.90044504,0.9159848,0.92111623,0.9285474,0.92417425,0.93282604,0.8466803,0.77238584,0.62772,0.50515425,0.4842295,0.4791108
0.5475733,0.61445737,0.6760015,0.7229908,0.74100196,0.7689426,0.84595734,0.8510202,0.8703755,0.87768227,0.88781637,0.8848417,0.9465235,0.87791437,0.804347,0.67031795,0.536867,0.5091447,0.50395864
0.53850305,0.5927581,0.63851434,0.6740546,0.6833012,0.7025084,0.779752,0.7891374,0.81513023,0.8288909,0.84337735,0.84482026,0.91747576,0.91441816,0.8460421,0.72119117,0.58096325,0.55034655,0.5410246
0.48761857,0.5379195,0.58113086,0.60524887,0.60764873,0.6227173,0.70325613,0.71584725,0.7431406,0.75864536,0.7774597,0.7818931,0.86766726,0.8866783,0.8718975,0.7750491,0.63493437,0.59924626,0.5835542
0.37805423,0.42277476,0.45842087,0.4805488,0.48130503,0.5015743,0.57509404,0.5912838,0.6218584,0.64238757,0.6659667,0.680383,0.76222694,0.8085884,0.82230234,0.84321177,0.7245327,0.67510206,0.66299087
0.32297972,0.363074,0.39618254,0.41072533,0.41086277,0.42841768,0.48628184,0.5012987,0.5221475,0.5373278,0.55479956,0.56730896,0.647294,0.69393706,0.7337867,0.792997,0.80819786,0.7658997,0.7653226
0.2861483,0.31777838,0.3468717,0.36230147,0.36322057,0.37853187,0.42945576,0.4457623,0.4656225,0.4803088,0.4995923,0.5132374,0.5836296,0.63599163,0.68638736,0.7430225,0.7927556,0.7892344,0.77367777
0.27350703,0.30469155,0.33336514,0.3459574,0.34674165,0.36346516,0.42015305,0.4343561,0.45327654,0.46601817,0.4854422,0.49535072,0.57660884,0.61923945,0.6635297,0.724739,0.77848035,0.77076375,0.8095463
