0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.98034143,0.9895345,0.9568981,0.87769955,0.8258093,0.75358015,0.70868665,0.69393855,0.66439897,0.6506379,0.6242801,0.60432917,0.59849775,0.52348995,0.46813536,0.35453656,0.3109222,0.29394245,0.288236
0.9780176,0.9911045,0.96318924,0.8872516,0.8357025,0.7658685,0.72180206,0.7060497,0.6764292,0.6624058,0.63492626,0.6150246,0.6080543,0.53090006,0.47575128,0.36074108,0.31405923,0.297202,0.2909266
0.9739247,0.9912278,0.9683992,0.89484066,0.8445257,0.777816,0.73113966,0.71514374,0.6845605,0.6696509,0.64231,0.62203085,0.61600757,0.5380248,0.4820124,0.36543587,0.32078075,0.3032252,0.29661626
0.7599695,0.8343105,0.93245655,0.98703027,0.9910183,0.9722207,0.9101287,0.8795128,0.84432805,0.8174823,0.79368454,0.7723098,0.7469363,0.64116037,0.55100316,0.42643327,0.3827756,0.36384296,0.3616792
0.74786913,0.82380825,0.9259159,0.98545337,0.99226516,0.9760468,0.91484284,0.88437086,0.8494392,0.8231676,0.7989123,0.7780225,0.7515741,0.6453701,0.5547148,0.4294273,0.3867846,0.36780885,0.36561516
0.7380624,0.8148949,0.91897446,0.9819515,0.9919429,0.9817666,0.9273191,0.89901465,0.8656101,0.83994406,0.8170423,0.79642195,0.7685662,0.6608037,0.56713694,0.44047597,0.3963325,0.37663344,0.37632003
0.62882864,0.68643546,0.77289027,0.8461592,0.87569547,0.90539306,0.98043156,0.9849698,0.9816159,0.9690929,0.95632625,0.939988,0.88662004,0.7912541,0.67187804,0.52264494,0.45422682,0.42643803,0.4401996
0.60652506,0.6640238,0.7534612,0.82786703,0.8594057,0.89137566,0.9744534,0.98485553,0.9859711,0.97644645,0.96839094,0.9529495,0.8984553,0.80983156,0.69141316,0.5386571,0.46865118,0.44218487,0.45584834
0.60135543,0.6594257,0.74987936,0.82513475,0.8566987,0.88792235,0.97104245,0.98186946,0.9850404,0.9771405,0.97035825,0.956452,0.9068174,0.81808037,0.6971439,0.5420509,0.47186443,0.44511402,0.4580632
0.6016621,0.6586125,0.74825853,0.8213891,0.85102034,0.8806553,0.96682346,0.9783333,0.9836218,0.9785595,0.9732475,0.9618279,0.91457987,0.82679814,0.70551646,0.54701126,0.47449923,0.44768915,0.46042258
0.5942112,0.65053517,0.7392882,0.8118392,0.84142184,0.8723025,0.9600076,0.972794,0.98007655,0.9777914,0.9747543,0.9641322,0.92630136,0.8393614,0.7179743,0.5563855,0.48169088,0.45400673,0.46711928
0.5642084,0.6200767,0.7018327,0.7621007,0.78561234,0.8137278,0.9005475,0.91727155,0.93346334,0.9452396,0.95035803,0.947464,0.9613058,0.8832239,0.76846254,0.60363054,0.5160438,0.4863664,0.50079197
0.5443716,0.59856695,0.6778958,0.7386728,0.7609022,0.79061353,0.87916803,0.8958079,0.91425115,0.92550004,0.9311279,0.9282415,0.968976,0.91061807,0.8038471,0.6400034,0.5444575,0.51232725,0.52541286
0.49462298,0.5387462,0.59770674,0.6444712,0.66128665,0.685318,0.7843341,0.8102681,0.83923197,0.8584465,0.8697625,0.8725777,0.9245981,0.9495912,0.8738686,0.7284802,0.61381924,0.5753452,0.58436424
0.46044734,0.5008468,0.54947144,0.5786982,0.5874485,0.60211474,0.6856166,0.7109299,0.73754597,0.7594906,0.7703185,0.7746009,0.8401482,0.89897555,0.91538084,0.8122605,0.6774348,0.6350281,0.6359868
0.3654694,0.39374837,0.42557803,0.44564468,0.45272425,0.46470714,0.5305693,0.5518157,0.57514274,0.5925088,0.6039201,0.61401623,0.6761232,0.7678985,0.8352242,0.9078504,0.7595411,0.6976147,0.7000492
0.32687184,0.3518619,0.38692892,0.40953094,0.41700295,0.4285184,0.48066795,0.49802887,0.51214814,0.5279776,0.5380628,0.5480068,0.60422206,0.6829535,0.7407103,0.82423836,0.87713337,0.8341474,0.8349309
0.2987317,0.32348967,0.35861844,0.37816826,0.38550517,0.39818886,0.4419542,0.45873752,0.4696928,0.4847023,0.49080563,0.49976897,0.5565592,0.6279433,0.6867724,0.7524884,0.8677882,0.8892324,0.874703
0.29801235,0.32027298,0.35405195,0.3776258,0.38805294,0.4044489,0.45803007,0.4766674,0.48695096,0.5010447,0.50647265,0.51066875,0.5664364,0.63198775,0.68314177,0.7446742,0.85527426,0.85724044,0.9044455
