0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.9702495,0.988817,0.96050555,0.87094575,0.82137406,0.7415518,0.6993871,0.6870257,0.6805241,0.6537652,0.6272261,0.60901016,0.58746207,0.5333604,0.48779568,0.41555327,0.32985628,0.31036997,0.30751732
0.9691724,0.9923412,0.96543837,0.87686634,0.82779354,0.7499828,0.7084802,0.69546217,0.6888839,0.6626674,0.6346102,0.6167794,0.59645176,0.54048663,0.49233735,0.42053258,0.33376247,0.31322834,0.3108395
0.9667991,0.99342763,0.9690683,0.88294935,0.83481807,0.7598333,0.71675867,0.7043386,0.6975437,0.6718754,0.643592,0.62498736,0.6039582,0.5464755,0.4968621,0.42437807,0.3361861,0.3164187,0.3138761
0.6994943,0.8104792,0.91906685,0.98554707,0.9929741,0.97455454,0.9218708,0.88550854,0.8548498,0.8132494,0.779636,0.7411805,0.70516753,0.61441493,0.53568447,0.4263318,0.36054978,0.34119374,0.34214523
0.699201,0.81015384,0.91869736,0.9862796,0.99383795,0.9770211,0.9287965,0.89440525,0.86467576,0.82509065,0.7912773,0.7536904,0.7137035,0.6217926,0.5419584,0.43127227,0.3653713,0.344865,0.34619084
0.694025,0.80509007,0.9132569,0.98252314,0.99202806,0.9831341,0.93914926,0.90728176,0.8791444,0.8415646,0.8089672,0.7714568,0.72838503,0.63417673,0.55047655,0.43667987,0.3681192,0.34751078,0.34875864
0.6019274,0.69207734,0.7895767,0.86453235,0.8904654,0.9180583,0.97902983,0.98335576,0.9776814,0.96345663,0.9446809,0.9141721,0.8529789,0.76125306,0.6575583,0.5131661,0.4180269,0.3962835,0.3976101
0.5938826,0.68062854,0.7758192,0.84731686,0.8721342,0.8995432,0.9706962,0.98280597,0.9838851,0.9746509,0.96024024,0.9346798,0.87371767,0.789181,0.68732923,0.54049367,0.43268996,0.41095364,0.41162628
0.5912164,0.680041,0.7729165,0.8453646,0.86992466,0.8965387,0.9663929,0.98035365,0.98414713,0.9770297,0.96509326,0.94031316,0.88013846,0.7967491,0.6954967,0.55032295,0.44252074,0.41974,0.42124516
0.5930826,0.68084395,0.77438563,0.8454391,0.8690446,0.89281046,0.96465003,0.9783013,0.98213387,0.97595394,0.9664519,0.9454631,0.8883901,0.8095987,0.70984775,0.5656288,0.45464227,0.43023252,0.43297562
0.58795494,0.67653036,0.7695503,0.8395644,0.8633702,0.884279,0.9552623,0.96851873,0.97183,0.96535116,0.9628822,0.94695795,0.90303904,0.8267269,0.72549886,0.5801364,0.46740744,0.44190085,0.44550216
0.5458536,0.6150403,0.6808836,0.7270143,0.74519306,0.76974505,0.85587466,0.88123703,0.90186954,0.9207324,0.936448,0.9457973,0.9634271,0.9014986,0.80706567,0.65669036,0.5070853,0.47894603,0.48239073
0.5444969,0.61445457,0.6750708,0.71556735,0.73217595,0.75292206,0.83636403,0.8579674,0.8769111,0.8951002,0.9103898,0.9220394,0.9717744,0.9143192,0.8286162,0.6888482,0.5394527,0.50524426,0.5126085
0.51106787,0.5656293,0.61540693,0.64654535,0.6578089,0.67969805,0.7628765,0.7934632,0.8196549,0.8462764,0.86659354,0.88626903,0.93765414,0.9547011,0.8967068,0.76918405,0.6063445,0.5642069,0.5668153
0.47516766,0.5188638,0.5572582,0.5706106,0.5733967,0.5830163,0.6576964,0.6889062,0.7194668,0.7493035,0.774451,0.8039267,0.87181234,0.9181244,0.9392149,0.83745867,0.6553802,0.6103614,0.6050452
0.40117073,0.4323008,0.45940453,0.46525452,0.46692345,0.47323287,0.53047276,0.55682325,0.58619803,0.613009,0.6408022,0.6713108,0.7497499,0.8094606,0.86058426,0.9097898,0.77242297,0.7099446,0.70771873
0.32861364,0.35306528,0.3768334,0.37970915,0.38218707,0.39136523,0.43167177,0.45193055,0.47475147,0.491919,0.51023746,0.5376153,0.6087068,0.6589549,0.70203346,0.81069386,0.88187945,0.8411353,0.8479091
0.2858508,0.3121261,0.33337915,0.3380452,0.34169137,0.35468188,0.38768914,0.40820217,0.4304757,0.4480278,0.46322834,0.4872719,0.54823244,0.6073228,0.6481191,0.7403851,0.85840654,0.8932792,0.8757196
0.27418765,0.30169225,0.32578114,0.33373642,0.3386747,0.35274008,0.38709724,0.40732655,0.42761922,0.44228408,0.4588018,0.48133263,0.5439216,0.59843135,0.6321777,0.7319454,0.8494586,0.86300105,0.9079778
