0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.954762,0.88057286,0.60321164,0.54733443,0.50897944,0.48448062,0.46242878,0.39844957,0.3503811,0.30267277,0.2833236,0.2586235,0.24841075,0.23141518
0.93782586,0.9974212,0.6033072,0.5312326,0.50415236,0.48164308,0.45961848,0.39998454,0.35441115,0.30353475,0.28674614,0.25663915,0.24961527,0.23778445
0.75714934,0.74089444,0.8875466,0.81233686,0.71218795,0.67183805,0.60682696,0.5278776,0.46120557,0.36871058,0.33154148,0.31451523,0.31956413,0.30608037
0.35663086,0.3497626,0.8863812,0.82374215,0.6934083,0.63774574,0.5456102,0.48886928,0.42367312,0.32841447,0.29474255,0.28534353,0.2923845,0.28477255
0.5477503,0.51042587,0.91400623,0.98065144,0.8908349,0.83701473,0.7666031,0.68946564,0.58712393,0.44729415,0.3938248,0.39660206,0.40248486,0.39318568
0.53276265,0.4989937,0.88516766,0.93918097,0.8868369,0.8441265,0.75235724,0.6761623,0.5729097,0.43871623,0.38543147,0.38410982,0.39046985,0.38553685
0.5014806,0.47914246,0.8059132,0.88437957,0.88910687,0.86593723,0.7690011,0.6995274,0.600069,0.46364707,0.4169975,0.4131366,0.4241592,0.43122452
0.533556,0.5117654,0.78379357,0.89331,0.9337758,0.9242999,0.8482451,0.7696984,0.6559889,0.50338084,0.44712734,0.45271346,0.4591896,0.4552187
0.34416002,0.33384007,0.61650145,0.740131,0.8203493,0.81521523,0.7520186,0.7259597,0.63568133,0.504356,0.460805,0.45894644,0.4762106,0.5011504
0.3749901,0.36432442,0.62731355,0.74003637,0.80476844,0.8346559,0.8030331,0.79016656,0.718478,0.5993853,0.5507573,0.53809935,0.5552962,0.57508105
0.375421,0.35637563,0.5388751,0.6394253,0.70863926,0.75233394,0.8004276,0.86065465,0.8740591,0.81353116,0.7421882,0.6778765,0.6548969,0.61509085
0.35433313,0.3365514,0.4668651,0.5546646,0.6322462,0.6537969,0.6749982,0.74596816,0.7794312,0.78506106,0.72586447,0.6491773,0.6322331,0.6198748
0.29868114,0.28422204,0.3985457,0.46407774,0.5195046,0.5497401,0.58557975,0.6675021,0.7365782,0.8059579,0.7585935,0.6281601,0.58346385,0.5347586
0.27357128,0.25991395,0.36046508,0.44320652,0.52351576,0.54842323,0.58209133,0.6499156,0.6971037,0.73350704,0.7206156,0.70829254,0.70463455,0.6878864
0.28880927,0.26657915,0.38074902,0.46169344,0.54165494,0.57197344,0.6262437,0.6883278,0.7209337,0.72957546,0.7693935,0.83333015,0.85254997,0.8290657
0.26860946,0.25539503,0.35672817,0.44106707,0.5238661,0.54803115,0.58623725,0.63431036,0.6451951,0.6365157,0.67484504,0.7536752,0.81043935,0.8590395
