0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.9433793,0.6534979,0.8359144,0.2090637,0.56349707,0.4237136,0.5534678,0.5373197,0.4446412,0.49717015,0.4818608,0.42962745,0.43787473,0.2725798,0.2532739,0.22444712
0.7579566,0.6584946,0.78914005,0.28220356,0.5527376,0.47019562,0.55145085,0.49634382,0.4778388,0.49321523,0.48921588,0.4268812,0.44235155,0.28392002,0.26426378,0.22415504
0.9194599,0.6974817,0.8596809,0.24171628,0.6027188,0.45572025,0.57927406,0.583,0.44575956,0.51341087,0.5047659,0.4471431,0.4415004,0.2926712,0.27114278,0.2420328
0.4416111,0.6101482,0.6711364,0.5486467,0.68052053,0.64642274,0.63898045,0.6055907,0.46130347,0.5144745,0.4960587,0.40725172,0.4245189,0.2929299,0.27496287,0.23982467
0.80820656,0.7019023,0.88399243,0.42319754,0.7375421,0.64134514,0.73065436,0.71802557,0.5462787,0.61370903,0.6001281,0.5226172,0.5248352,0.34206238,0.3170961,0.28880605
0.42394042,0.50939494,0.6215041,0.5934682,0.7089422,0.6803255,0.7240296,0.69512683,0.5619085,0.5885289,0.5536868,0.48967656,0.5290677,0.32602453,0.31948754,0.3018451
0.7557854,0.6909719,0.86414117,0.5303962,0.80304676,0.73432696,0.79314685,0.77592224,0.5901731,0.65399325,0.627362,0.54904073,0.5689339,0.36828288,0.3420378,0.31186804
0.4999735,0.6501478,0.7352708,0.7475229,0.8416281,0.8234416,0.77623415,0.7833346,0.62710613,0.6324886,0.60291106,0.5146172,0.565372,0.36775595,0.3332767,0.29108784
0.6238617,0.6556778,0.8360497,0.70175165,0.9077556,0.88330454,0.88422143,0.8543259,0.70815563,0.7354691,0.69316125,0.6021636,0.6660114,0.40751413,0.3717341,0.340069
0.8522988,0.67116654,0.8512074,0.399971,0.70667714,0.61663055,0.7164472,0.6861378,0.52863395,0.5944814,0.57264346,0.5041159,0.51590663,0.32140672,0.30587813,0.28009328
0.4051694,0.5868219,0.6769853,0.51037365,0.6975098,0.7024029,0.6699203,0.63165826,0.59489626,0.60988945,0.5880172,0.50809205,0.58875495,0.3659604,0.32393798,0.30682138
0.5711111,0.6494073,0.7975221,0.6896013,0.89273137,0.8876793,0.8897427,0.84034896,0.7245664,0.75949603,0.7263714,0.6261655,0.6880094,0.43575507,0.39310738,0.36254835
0.33456194,0.47627512,0.58329874,0.5747731,0.6745095,0.74216944,0.7465419,0.6297532,0.7596538,0.7420713,0.70305836,0.61642075,0.7006212,0.4344161,0.38188034,0.36268318
0.49809995,0.58620095,0.7361094,0.6793995,0.86595464,0.9032767,0.90490544,0.79999286,0.810661,0.82422614,0.77820253,0.68939304,0.76209575,0.48933184,0.4397626,0.41440016
0.43601814,0.5394143,0.6479608,0.56209505,0.7616189,0.8257316,0.8498788,0.67220485,0.8181767,0.8296803,0.8105224,0.7426235,0.7707108,0.55423546,0.5011733,0.47659805
0.43283886,0.513857,0.62052435,0.5733511,0.7486063,0.7758718,0.8233006,0.70813847,0.81625056,0.86637306,0.86027247,0.8047799,0.8080788,0.5901597,0.5482248,0.53093517
0.39118224,0.4732124,0.64791435,0.72942376,0.83748674,0.8554513,0.82931346,0.8475479,0.73972297,0.7597316,0.67359906,0.6023278,0.75862336,0.38970852,0.35476077,0.35078093
0.29909584,0.36369044,0.45510975,0.4529009,0.56701815,0.60621864,0.6549926,0.51525444,0.7286198,0.7538914,0.78413624,0.798017,0.7021444,0.64966697,0.6324788,0.6098081
0.3325347,0.37886214,0.4731152,0.4552829,0.5760757,0.60216254,0.654337,0.5431869,0.6980222,0.73152107,0.7753567,0.8336144,0.6957601,0.7056084,0.7064322,0.6906589
0.30602074,0.31192967,0.3778081,0.31581745,0.4391661,0.43383494,0.4935638,0.39869174,0.53130317,0.56719756,0.64722705,0.7275718,0.512648,0.7545664,0.7584999,0.73208857
0.28521755,0.31387842,0.3625738,0.31345412,0.4229038,0.4286315,0.47983372,0.38583946,0.52657133,0.5626083,0.64231443,0.7239328,0.51232,0.76256776,0.80741966,0.7944814
0.26489303,0.2741315,0.32983452,0.27446413,0.3851439,0.39566976,0.4528041,0.35252538,0.5040869,0.53854185,0.60724753,0.6842565,0.50627744,0.7234343,0.7963664,0.83132386
