0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.99179196,0.98623866,0.6119906,0.4917233,0.48141122,0.46515572,0.43362215,0.34331426,0.29314896,0.24172081,0.2002284,0.2256943,0.21012154,0.20141464
0.98990256,0.9895003,0.61013323,0.48700967,0.47620076,0.46054327,0.42891586,0.33634627,0.28554845,0.2347235,0.19356306,0.21861938,0.20329125,0.19531797
0.59707254,0.5677323,0.98232603,0.9594849,0.8577432,0.8050353,0.71457475,0.5809952,0.51179534,0.42706165,0.37792185,0.34410614,0.3223901,0.307234
0.5885461,0.5624146,0.97653145,0.96857494,0.87166923,0.8211824,0.7315654,0.59517753,0.52454525,0.43882728,0.38904497,0.3510594,0.3295372,0.31514302
0.5287386,0.49234197,0.7991403,0.8897892,0.96405697,0.9531046,0.88228774,0.78484726,0.69502324,0.5816093,0.518522,0.49525523,0.47061798,0.44924116
0.5096631,0.47828984,0.7867444,0.8780071,0.9545995,0.96069527,0.9038614,0.8045517,0.7142409,0.59410733,0.5265498,0.5049701,0.47961247,0.45752794
0.50186646,0.46786466,0.7762264,0.8659486,0.9444568,0.95375764,0.91202563,0.81867653,0.7312219,0.6104959,0.5431976,0.5158842,0.49345282,0.47503218
0.37288713,0.34973282,0.5713151,0.65338016,0.7638558,0.8278583,0.88569045,0.9205045,0.8937622,0.7959321,0.7120545,0.675394,0.6426608,0.607729
0.35137177,0.33356073,0.55550617,0.6334104,0.7376298,0.8011351,0.863693,0.90943223,0.90607345,0.8235075,0.745372,0.6983053,0.662935,0.62562716
0.25101122,0.2341404,0.41607472,0.46614456,0.54744416,0.6077773,0.68807757,0.7605117,0.84657013,0.9072529,0.88904697,0.7726458,0.71658707,0.6527166
0.22397368,0.2036666,0.3844283,0.43666482,0.5201871,0.57413006,0.6561166,0.72611696,0.8207454,0.902971,0.9140515,0.80060047,0.74441665,0.6780755
0.19915348,0.17493744,0.3021375,0.36560062,0.46819684,0.5172137,0.59694445,0.66423786,0.7100329,0.73649657,0.7926409,0.9082804,0.92653805,0.9068448
0.20624106,0.18000697,0.30432558,0.362326,0.45604527,0.50224966,0.5782868,0.64552,0.6883575,0.71228755,0.76553214,0.91885555,0.9577633,0.93715495
0.19984362,0.17359398,0.29654276,0.3521525,0.44204447,0.4862601,0.5608288,0.62533736,0.6654209,0.6879169,0.7423826,0.89787054,0.95235753,0.947885
