0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.97328585,0.65073514,0.81808186,0.16747117,0.51392066,0.39027694,0.47961417,0.4810803,0.41918954,0.44936576,0.42606005,0.42597893,0.3975253,0.31165364,0.28206164,0.25414154
0.70424664,0.7212148,0.7797471,0.2745665,0.5691175,0.5066228,0.5463261,0.53550893,0.46298635,0.527286,0.4872875,0.4956783,0.4838491,0.4014304,0.35474384,0.3241829
0.89460135,0.78591716,0.91028345,0.32000223,0.6555884,0.56373364,0.6193838,0.6088893,0.5367431,0.5700805,0.52960116,0.50697035,0.5189488,0.37200427,0.34193444,0.30587795
0.20391108,0.4006294,0.5406104,0.8832492,0.8045165,0.8004039,0.7055989,0.8094579,0.61200446,0.59709907,0.5399718,0.47931942,0.6106918,0.31811458,0.27203083,0.22689722
0.6161603,0.65190756,0.8544075,0.788496,0.91821575,0.865117,0.83186233,0.90324974,0.71728575,0.7220561,0.64832747,0.6001242,0.7129792,0.40958926,0.36439598,0.3221276
0.4570034,0.57985115,0.7534769,0.8557428,0.9222363,0.8899198,0.8378385,0.90834373,0.74937725,0.72012734,0.6356283,0.57863873,0.71469736,0.38834205,0.341728,0.30279276
0.5698857,0.62552047,0.8244169,0.76782393,0.9236181,0.9141038,0.9272536,0.8910435,0.78866917,0.79852325,0.7018644,0.6531595,0.8000897,0.4534646,0.40561286,0.37060472
0.7121141,0.5715506,0.73988533,0.4636618,0.6524362,0.62749827,0.69287395,0.60652584,0.5527959,0.5812537,0.5071793,0.4748672,0.5774947,0.33257592,0.30564252,0.27512515
0.33084702,0.44844523,0.5492338,0.51913,0.64395094,0.7393892,0.781927,0.57402825,0.82012516,0.76883674,0.7097094,0.662018,0.74681437,0.47857013,0.42720547,0.3746997
0.46734625,0.5586793,0.7144211,0.65271914,0.7891309,0.84062314,0.89650637,0.73040175,0.8569139,0.88360405,0.80544513,0.75332147,0.86628085,0.51984066,0.46051675,0.41579708
0.42368728,0.49544573,0.65842605,0.6375741,0.74260175,0.8075108,0.860812,0.6931279,0.86492157,0.8838403,0.8453305,0.80327904,0.8677963,0.58394843,0.51078457,0.46706972
0.416994,0.4788547,0.6241569,0.56429607,0.6837562,0.7303417,0.78931916,0.63899523,0.8039904,0.8530754,0.8262406,0.8258417,0.84356,0.64112,0.57932997,0.54102856
0.49208245,0.5492323,0.72924525,0.59816486,0.77601874,0.7976041,0.8345265,0.7427148,0.7809355,0.8179516,0.7642,0.70023596,0.8094572,0.48768175,0.41981265,0.38225982
0.3507829,0.34655443,0.45612067,0.36727425,0.4711517,0.51093143,0.56656104,0.42737517,0.5990075,0.67361665,0.7447688,0.8019142,0.6269999,0.78478473,0.74586457,0.7031665
0.3015471,0.3383859,0.42439663,0.35455608,0.44688454,0.4977586,0.5442389,0.40558365,0.5642643,0.62555355,0.67471856,0.72228646,0.5891237,0.79844826,0.8026765,0.78123975
0.27264977,0.2907102,0.36790955,0.2813489,0.3751622,0.4229071,0.47699213,0.34015617,0.48735103,0.5550166,0.59965694,0.65543306,0.52927184,0.7489532,0.79282236,0.822209
