0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.98388994,0.9289477,0.69032574,0.6166085,0.535934,0.5349161,0.48649558,0.41629592,0.36181292,0.29404536,0.28582945,0.28841823,0.28801188,0.28749302
0.947964,0.9982084,0.68064815,0.595272,0.5331394,0.5342197,0.4838825,0.40781748,0.34959963,0.28300574,0.2692374,0.27121475,0.27441257,0.27971485
0.6965074,0.6687047,0.98878604,0.9388387,0.82850236,0.8022878,0.68143874,0.5830028,0.4904274,0.38903874,0.35275656,0.37776402,0.37883106,0.37972644
0.63180095,0.60394293,0.9410077,0.9955823,0.9100691,0.8767405,0.7693569,0.6762512,0.5664529,0.44800717,0.4021215,0.42529956,0.4290566,0.4380688
0.5703771,0.5612765,0.8573428,0.9294212,0.9801353,0.9493202,0.84602565,0.7613209,0.64585555,0.5186712,0.4663323,0.49210516,0.49352464,0.5002291
0.55225575,0.5407795,0.8137616,0.8902364,0.94931465,0.98315716,0.89866894,0.8188839,0.70913684,0.57585746,0.5168472,0.5332451,0.52887535,0.5291814
0.54694724,0.53235656,0.74824464,0.8259132,0.88297147,0.93421507,0.94303125,0.8847105,0.77928257,0.6457692,0.5814243,0.6003362,0.58785135,0.57966304
0.45610827,0.43367505,0.6216604,0.71626604,0.80103844,0.8573755,0.9264361,0.95907,0.89353216,0.7717194,0.69469523,0.6951049,0.66739887,0.64113426
0.39093584,0.3685389,0.5284494,0.6094808,0.68753886,0.74835473,0.84152645,0.90588415,0.9208896,0.8687057,0.7882218,0.7437421,0.701603,0.6567392
0.32145151,0.3026779,0.4311508,0.4926177,0.5616845,0.62017095,0.7131622,0.7950901,0.8631587,0.9370462,0.8897585,0.7745701,0.722525,0.66475105
0.2746501,0.25050285,0.3498615,0.38271862,0.43473634,0.48466018,0.56513494,0.6370865,0.6983196,0.7760905,0.84007025,0.8137498,0.766165,0.676854
0.2907132,0.2659697,0.3823131,0.41949886,0.48110434,0.52349436,0.59879917,0.65084577,0.6815011,0.699953,0.76016223,0.885581,0.884582,0.81241715
0.279533,0.26212224,0.38326317,0.42895514,0.4972739,0.5392432,0.6162631,0.66619927,0.6914519,0.7086992,0.76828766,0.93545747,0.9750353,0.93213147
0.2799374,0.2666837,0.38595596,0.43579754,0.50080675,0.53543913,0.59752613,0.63383484,0.6425636,0.6502311,0.7001021,0.8579132,0.93428,0.9740672
