0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.57581246,0.5728904,0.68397844,0.17728058,0.47413492,0.41154584,0.443281,0.43096113,0.3268399,0.36293328,0.3623806,0.29390636,0.3063982,0.16910158,0.15840396,0.13666867
0.50431097,0.49266237,0.60265267,0.17087705,0.41668072,0.35249665,0.39963907,0.38501516,0.29156104,0.32369715,0.32702085,0.293894,0.26572424,0.18327123,0.16733837,0.14192514
0.55387974,0.5659214,0.6630726,0.17487393,0.45634788,0.3963776,0.43501183,0.4129913,0.31088716,0.34807575,0.34541228,0.2922317,0.29211035,0.19278754,0.1784678,0.14722802
0.560415,0.5977883,0.6822495,0.17165758,0.46704027,0.41764945,0.4543502,0.42102748,0.33613133,0.37330687,0.3709753,0.31131697,0.32327002,0.2083144,0.19486047,0.16312872
0.40618104,0.47994435,0.5183442,0.15453146,0.36280116,0.32931763,0.35258687,0.32691643,0.24256621,0.28051817,0.27072757,0.23963745,0.2374201,0.19550867,0.18374254,0.14730354
0.48003426,0.51992685,0.61267537,0.17660552,0.42796373,0.37637445,0.40397304,0.38484102,0.27889773,0.3194953,0.31909218,0.27224305,0.26266578,0.17901082,0.16439994,0.13412699
0.40180668,0.4795376,0.51896685,0.16653036,0.36706728,0.34459338,0.36000717,0.32694694,0.25821024,0.29001784,0.2758206,0.24599442,0.24733292,0.21459144,0.20280516,0.16194539
0.44376302,0.49817935,0.5593585,0.17267503,0.3932078,0.37014842,0.39511913,0.3482274,0.28695276,0.31336325,0.2916594,0.25737262,0.2757018,0.2123642,0.20555113,0.16798565
0.45589885,0.48824528,0.558776,0.16427019,0.38530058,0.34155095,0.3731096,0.3478752,0.26587945,0.29553425,0.27844307,0.24910282,0.2564144,0.1924141,0.18533017,0.15194684
0.45675159,0.5130206,0.56974095,0.17448014,0.40208805,0.37327468,0.4017483,0.36202136,0.29073223,0.32165107,0.30321172,0.26851535,0.28097838,0.21898228,0.21278432,0.17564069
