0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.9722936,0.92032576,0.6836408,0.622838,0.5764307,0.5682363,0.5118933,0.4296618,0.36451948,0.30658084,0.273498,0.23877883,0.2348486,0.2231958
0.873264,0.9248991,0.6618123,0.5617435,0.5305287,0.52187836,0.4735383,0.392285,0.3396883,0.30076995,0.26209918,0.22383697,0.21853659,0.20495227
0.6552175,0.6295815,0.94564575,0.8837947,0.7621609,0.727233,0.6567786,0.5547716,0.47031435,0.38441226,0.3400767,0.33584967,0.32780117,0.31376782
0.6309953,0.57616335,0.90401167,0.9287097,0.8491442,0.7983939,0.7239932,0.6263446,0.5327405,0.43581796,0.3883,0.37602168,0.3726609,0.36419418
0.5664334,0.52370614,0.825173,0.8957096,0.90302294,0.8596918,0.77469987,0.69238734,0.59609026,0.48882532,0.4383379,0.42350563,0.41960287,0.41800174
0.5748674,0.5339498,0.792764,0.8546797,0.8787298,0.8701548,0.8091736,0.7296871,0.636195,0.5305669,0.47511643,0.45738462,0.4537632,0.4526907
0.5281952,0.4911566,0.70013976,0.783533,0.83330965,0.84902376,0.8586268,0.81246775,0.7324384,0.61673224,0.5401977,0.5335378,0.5235851,0.5133736
0.47556886,0.44434014,0.62325525,0.71478266,0.781518,0.8033278,0.82162684,0.82633305,0.77867615,0.6764269,0.5768165,0.5596088,0.5519066,0.5446648
0.4284235,0.40301925,0.5551961,0.6435513,0.70897,0.7438861,0.77537453,0.8152744,0.8013092,0.7256475,0.61521304,0.5845539,0.5774216,0.5691636
0.38027897,0.35552368,0.4729165,0.55199546,0.61980045,0.6601783,0.70932955,0.7760384,0.79712754,0.75281215,0.64653057,0.59959,0.5931005,0.587103
0.35545555,0.32782397,0.4376146,0.5093115,0.57709116,0.6164767,0.67049235,0.74570537,0.7836832,0.767767,0.6886126,0.629375,0.62152004,0.6149947
0.3516802,0.32238844,0.4298382,0.49878192,0.56570506,0.6025337,0.66144085,0.73178256,0.7669516,0.7760068,0.7388905,0.6916252,0.67996013,0.66497046
0.313774,0.28976405,0.42665404,0.49759555,0.5632202,0.60778356,0.66686046,0.7202162,0.73451114,0.7410754,0.7425986,0.7410589,0.7415209,0.7313109
0.2927789,0.2737844,0.40974244,0.47837663,0.53626734,0.5784091,0.6111948,0.64522547,0.6383561,0.6322627,0.63377905,0.6672213,0.69578254,0.73919266
