0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.93902975,0.8760484,0.9271419,0.9406478,0.369254,0.7084301,0.57032406,0.5802076,0.63851005,0.4364331,0.47141272,0.47076264,0.41301823,0.37800476,0.30417547,0.27319628,0.24349536
0.9311639,0.8879444,0.94419193,0.93257016,0.40618402,0.747357,0.6171613,0.62408066,0.6784628,0.45849857,0.49977604,0.49394494,0.4358856,0.41080582,0.32394132,0.2895723,0.25990158
0.9361887,0.87407714,0.946683,0.9457013,0.40279892,0.7448869,0.6086629,0.6135268,0.6697231,0.45225874,0.4931204,0.48383874,0.4274641,0.4038905,0.31511763,0.28097245,0.2510311
0.525332,0.6172706,0.7672159,0.52619964,0.87670684,0.9575418,0.9120443,0.87612486,0.9568869,0.6870584,0.6986364,0.6143574,0.57230324,0.65659845,0.42216015,0.36265135,0.32156292
0.53105444,0.61771816,0.7611218,0.5375262,0.87927604,0.96010417,0.9234609,0.8906162,0.95363766,0.7105876,0.7211329,0.6334187,0.5895647,0.6816196,0.4357898,0.3719961,0.3275459
0.50658745,0.608707,0.7517016,0.51525676,0.8756619,0.9564381,0.9352831,0.9082209,0.9488954,0.73827827,0.746871,0.66494554,0.6204417,0.70990616,0.4574614,0.3926666,0.347903
0.49946404,0.6014881,0.7426429,0.50934684,0.8707852,0.9513578,0.9362404,0.9185665,0.9465353,0.7552593,0.768455,0.68298674,0.63820994,0.7323877,0.46857315,0.4033428,0.35761937
0.52462816,0.6235266,0.7593659,0.5309489,0.8760412,0.95863944,0.92278975,0.88916284,0.95541525,0.7086402,0.7190225,0.63316643,0.5895354,0.6791903,0.43072885,0.36713022,0.32324868
0.40252435,0.46635762,0.56491494,0.38255873,0.6009824,0.71089303,0.77058923,0.8463811,0.65765524,0.9010682,0.92876077,0.8587819,0.81358576,0.89649314,0.59955233,0.548575,0.5093655
0.40915528,0.48714,0.5815643,0.39607677,0.63471144,0.739559,0.79916173,0.8727557,0.691216,0.90120393,0.942132,0.87470865,0.8353321,0.9083586,0.6039917,0.552176,0.5142853
0.40647995,0.4723703,0.5643655,0.3841069,0.6090107,0.7192902,0.7816558,0.8551924,0.6668457,0.89286304,0.93721735,0.88678527,0.8518233,0.9040336,0.6333697,0.5800658,0.53844035
0.40004274,0.46632048,0.5526042,0.37302363,0.5920822,0.696154,0.7566038,0.83130467,0.64404637,0.8748221,0.9261512,0.8891957,0.8706663,0.891885,0.6680503,0.6168232,0.5779857
0.4023199,0.473589,0.5677251,0.37968513,0.6258637,0.72557914,0.7833223,0.86131585,0.67772305,0.89155537,0.9344328,0.8718539,0.8338337,0.9079673,0.6110955,0.558145,0.5204342
0.28291172,0.33366755,0.36722535,0.23828098,0.3296326,0.42386505,0.4529575,0.51309395,0.3694003,0.53357226,0.5871642,0.6737268,0.7245443,0.536805,0.7826109,0.8018371,0.8037715
0.27447918,0.3146794,0.34938288,0.2265032,0.319763,0.40666312,0.43360135,0.49841052,0.35328716,0.5245126,0.57886857,0.6573113,0.7098858,0.52891624,0.78156257,0.8175328,0.8139715
0.26455262,0.30209196,0.3353512,0.21541417,0.30122003,0.39037183,0.4158135,0.47912392,0.3403281,0.50274926,0.5566752,0.6346154,0.68982446,0.512343,0.7542876,0.8067876,0.8186982
