0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.94856155,0.8273366,0.8846013,0.9544298,0.28837338,0.59085304,0.4576355,0.5495606,0.5603714,0.43719393,0.43233937,0.37183845,0.35238665,0.39283547,0.26000956,0.2497687,0.22044739
0.927086,0.8586505,0.91736126,0.9456656,0.34276885,0.6446171,0.522037,0.6069347,0.6107093,0.4747283,0.47510746,0.40922698,0.38458046,0.4390888,0.28434289,0.27256203,0.24076207
0.9319929,0.8470541,0.9243414,0.9467157,0.34323665,0.64920384,0.51937574,0.6036712,0.61908084,0.47219536,0.47219887,0.40360743,0.37906954,0.43800974,0.27341267,0.2620354,0.23280524
0.4420403,0.6502355,0.75864387,0.48094422,0.8999984,0.9714205,0.933824,0.8808824,0.9533912,0.67870563,0.6848744,0.6026276,0.51085186,0.66514933,0.37771305,0.3663503,0.31796795
0.43705758,0.6459184,0.7560698,0.4714794,0.90667576,0.9766083,0.946088,0.89156574,0.95650524,0.6947513,0.6986893,0.61104923,0.516068,0.67805094,0.37985665,0.36721787,0.32040697
0.43226498,0.6470795,0.75626814,0.46127254,0.8996635,0.975123,0.95740557,0.9129353,0.950262,0.7166035,0.7205628,0.6356508,0.5391377,0.7068653,0.4040681,0.38808638,0.34108472
0.41452342,0.628878,0.73899007,0.4407922,0.8959732,0.9707076,0.96278185,0.92285174,0.9425327,0.7345787,0.75131947,0.6669632,0.5692323,0.7309074,0.42096072,0.40406996,0.35768634
0.42628416,0.6370932,0.75055414,0.45913184,0.91081625,0.9760573,0.9439797,0.89069897,0.9610747,0.68698466,0.6956867,0.6110122,0.5172071,0.681185,0.38119787,0.36809665,0.32179323
0.40629226,0.540051,0.6289869,0.40587333,0.60643286,0.7270672,0.7893668,0.8642531,0.6535005,0.8819979,0.92986906,0.87875193,0.79932225,0.901221,0.5934676,0.572061,0.55295795
0.3867501,0.5276415,0.6055156,0.38964272,0.5971851,0.7138762,0.777528,0.8591162,0.6342356,0.8758501,0.9398436,0.8905393,0.81002694,0.90395844,0.60454696,0.5826984,0.57193476
0.4139871,0.5368391,0.6190956,0.4148761,0.56733114,0.6961368,0.76062393,0.8490957,0.6162153,0.87510437,0.9320802,0.8953932,0.8286673,0.89453673,0.6327315,0.6050703,0.58776885
0.3709342,0.50834817,0.58751804,0.37639803,0.5723412,0.68341833,0.7480109,0.8264471,0.6044059,0.84966743,0.92553514,0.8975698,0.8571083,0.8859294,0.66378695,0.6440665,0.6270381
0.39495534,0.5181819,0.60117877,0.39309725,0.58787394,0.7060128,0.76712,0.8493448,0.63171464,0.87202656,0.9334349,0.88595325,0.81118464,0.9040996,0.60499513,0.58666724,0.57597977
0.25582403,0.3804288,0.3955089,0.25156456,0.36397815,0.43482605,0.475098,0.5473565,0.3790406,0.54855376,0.65686387,0.710566,0.7793395,0.604074,0.790488,0.8064384,0.809365
0.24046059,0.361114,0.37705892,0.23685592,0.36964247,0.4297448,0.4706214,0.53763926,0.37539202,0.532024,0.6408322,0.6892718,0.7572566,0.5922616,0.7874989,0.82001877,0.82099825
0.23070657,0.3452156,0.3650518,0.22715047,0.36051965,0.4171506,0.45754135,0.5274433,0.36527348,0.5224638,0.631746,0.6750434,0.74728864,0.5899392,0.7742814,0.8178719,0.8317407
