0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.95173454,0.80341625,0.90039104,0.9398506,0.2667148,0.6450919,0.5291509,0.60352564,0.5980306,0.48619643,0.47844666,0.44131398,0.47786713,0.44963,0.3427034,0.31767985,0.27959326
0.938655,0.83226734,0.9267457,0.934665,0.30813828,0.6920286,0.583779,0.65619427,0.63906956,0.51526207,0.5190464,0.47729117,0.5109763,0.48981628,0.36984286,0.34071442,0.3025152
0.9268447,0.8319286,0.9411758,0.9285804,0.33254397,0.7109198,0.6112161,0.6761056,0.6604097,0.53034335,0.53524405,0.4907671,0.52090657,0.5069313,0.37405735,0.344773,0.30417544
0.4749784,0.58831686,0.7339176,0.47150373,0.86516374,0.9607964,0.9335156,0.87387204,0.9467287,0.6927943,0.68707836,0.61266905,0.6131929,0.70405436,0.40592816,0.3748831,0.3317484
0.47346276,0.59396106,0.73657644,0.47307387,0.86363614,0.9657991,0.939852,0.88757324,0.94692093,0.7064561,0.7110607,0.6313417,0.62118024,0.7235397,0.41092932,0.37531874,0.33302775
0.48343235,0.60469115,0.74220103,0.47104356,0.85578626,0.9622703,0.9534529,0.9081277,0.9406115,0.7421142,0.7438608,0.6647732,0.6565697,0.75434273,0.44356203,0.4034045,0.36044502
0.4787569,0.5956249,0.73630935,0.46828428,0.85618055,0.9588776,0.9467746,0.90927374,0.9408145,0.7471807,0.7526152,0.6802982,0.66220975,0.75435406,0.4439997,0.40614313,0.36253276
0.44731197,0.57568437,0.7160168,0.44904742,0.8765424,0.9596072,0.935431,0.8769796,0.94533795,0.69810784,0.6995068,0.6222534,0.6105542,0.7149708,0.40107498,0.36546716,0.3234616
0.44131577,0.5011825,0.6256557,0.4101779,0.5792424,0.7211589,0.80302936,0.8519784,0.6604793,0.8773425,0.93389666,0.87259376,0.81551534,0.90468925,0.57034796,0.5064526,0.47095785
0.4497772,0.5184738,0.63018936,0.41214764,0.586572,0.7342202,0.81449616,0.85696846,0.67449486,0.8675868,0.94621104,0.8928812,0.82781035,0.9117073,0.57471067,0.50707364,0.47410527
0.4204423,0.48720634,0.59117013,0.38561746,0.56753385,0.69761336,0.781838,0.8282318,0.6404427,0.8551535,0.94811684,0.9150189,0.8369323,0.89820874,0.58985436,0.52323276,0.48321235
0.4181571,0.48805788,0.59782255,0.39126804,0.55149126,0.6884689,0.76726747,0.81654966,0.6283249,0.8444697,0.9356907,0.9122803,0.8694003,0.8864955,0.62903273,0.56477946,0.5247969
0.44759065,0.51985687,0.63036954,0.41571122,0.5664091,0.7202439,0.8076553,0.8521463,0.6577982,0.87358093,0.9430678,0.88833416,0.83052486,0.915513,0.5832784,0.5164873,0.48226228
0.3656819,0.42510602,0.5002071,0.31567252,0.3558497,0.50251013,0.55194885,0.5967426,0.45321625,0.6061755,0.63584155,0.67722124,0.7799251,0.61695886,0.8145378,0.8031612,0.79189205
0.3494136,0.40281004,0.47793335,0.30385783,0.33647078,0.48023966,0.52403593,0.5667137,0.43157175,0.580084,0.599171,0.6394825,0.7477079,0.5805377,0.8034077,0.8186241,0.8148223
0.33981743,0.37978944,0.45950136,0.29642203,0.3102091,0.4541728,0.49508137,0.5392796,0.40906245,0.55196196,0.5672891,0.60514486,0.7184267,0.5555022,0.7781375,0.8114986,0.82809645
