0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.99831647,0.66263866,0.7915806,0.2120013,0.53805643,0.41047215,0.4885256,0.4678123,0.37717456,0.42560643,0.3943243,0.34819454,0.37435603,0.25581875,0.22707012,0.21886308
0.76437515,0.9526928,0.95311296,0.4455684,0.77923715,0.65718985,0.66860634,0.7158279,0.50446296,0.5448859,0.5347994,0.47776988,0.4793349,0.32813662,0.2978969,0.27395156
0.76664114,0.94643384,0.961681,0.44874305,0.788715,0.6697818,0.68705016,0.72037613,0.51714563,0.56300205,0.55293405,0.49241838,0.4936504,0.33954373,0.30742747,0.28233495
0.21327318,0.38012713,0.47144467,0.9951573,0.80833185,0.8106562,0.6887967,0.83278334,0.61151296,0.5897051,0.51970285,0.5008172,0.61686575,0.32966408,0.30355203,0.28707063
0.5067669,0.64188737,0.79065037,0.8130108,0.97677535,0.9622375,0.9203682,0.9431121,0.77102375,0.7817302,0.7075283,0.6470861,0.7501194,0.42316666,0.38772458,0.36664617
0.50159746,0.62792385,0.78466284,0.8072809,0.9726567,0.9651877,0.92878234,0.9404527,0.77966785,0.7946293,0.71848005,0.6564537,0.76179504,0.4358856,0.39989787,0.3785466
0.49065095,0.6144863,0.77434593,0.80320746,0.96470994,0.9631164,0.9347347,0.9371141,0.7915513,0.8057104,0.7292053,0.66941535,0.77327675,0.4442767,0.4068729,0.3865317
0.51153094,0.63763815,0.79839486,0.7953195,0.97201407,0.958403,0.926598,0.9400449,0.7709607,0.78509027,0.70823896,0.64642394,0.75507694,0.41950923,0.3853341,0.36639857
0.398814,0.4397787,0.574755,0.5914694,0.70902956,0.8080096,0.8703013,0.64254266,0.9255556,0.9556401,0.8869643,0.8287149,0.9269901,0.5842899,0.5456448,0.54062545
0.4011161,0.4437619,0.5779585,0.6049478,0.7217887,0.81562304,0.87550414,0.6572596,0.9194859,0.96485376,0.894266,0.8397614,0.9336124,0.5893124,0.5483114,0.5424623
0.3844341,0.43095052,0.56196374,0.5989273,0.7077285,0.80147016,0.861565,0.6450204,0.91678256,0.95792395,0.9039728,0.8569262,0.93046725,0.6163141,0.5747257,0.5625981
0.37089956,0.43220755,0.55980694,0.593024,0.70403004,0.7933311,0.85034025,0.6436722,0.90481615,0.94638807,0.9040002,0.8724885,0.9209737,0.6385384,0.60112494,0.5887035
0.39666915,0.43645966,0.5731408,0.6095919,0.720684,0.81428814,0.87263256,0.6590369,0.9174443,0.9590342,0.88960063,0.83808655,0.9342229,0.58839095,0.5485791,0.5440016
0.25709683,0.3071923,0.36716542,0.3351315,0.41617632,0.4651315,0.5288879,0.3580864,0.56244296,0.6189274,0.6979985,0.7749504,0.560372,0.8475054,0.8638476,0.85507905
0.25067556,0.30016685,0.35594776,0.32916662,0.40578607,0.45587328,0.51914465,0.3515546,0.55291265,0.60304236,0.6743144,0.7500619,0.5531466,0.8353918,0.8811213,0.87445444
0.23807792,0.2776617,0.33691934,0.3101532,0.38411558,0.43526435,0.5006938,0.33233815,0.53573465,0.58419615,0.646718,0.7260625,0.5436854,0.80862623,0.87220484,0.8868048
