0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.9857009,0.61741877,0.85370874,0.37293088,0.63024133,0.40513858,0.47784105,0.58619624,0.3251065,0.39125165,0.3687565,0.28833136,0.35607702,0.2153749,0.230911,0.22091185
0.59961647,0.79488355,0.74360216,0.47865343,0.66746074,0.55862504,0.60690504,0.6376585,0.47835246,0.52012837,0.47916535,0.43346858,0.5051062,0.33912522,0.35017037,0.3169297
0.82534164,0.80307627,0.94690365,0.54479176,0.8025492,0.6403783,0.6888945,0.76064765,0.49887076,0.56321436,0.54502845,0.45669448,0.51079047,0.34030083,0.34297416,0.31428352
0.43367627,0.5704232,0.6415062,0.66768676,0.73800474,0.60589945,0.54092485,0.7253898,0.35870853,0.39191613,0.41093737,0.35958308,0.34037307,0.28351104,0.25749853,0.22477564
0.67315596,0.75973904,0.87629974,0.7531511,0.9094427,0.80229264,0.7963619,0.88514996,0.552992,0.62789273,0.61764127,0.5219966,0.5763055,0.39852545,0.37600857,0.33756712
0.30521178,0.59877497,0.54711854,0.74276584,0.79567146,0.8993253,0.8170368,0.7514211,0.66015583,0.6715281,0.6527044,0.56900305,0.62761515,0.4393764,0.40318733,0.36096662
0.46019953,0.6667102,0.67113876,0.67845654,0.8371514,0.8991112,0.91364044,0.812175,0.77197886,0.8079204,0.73023456,0.63283604,0.7989933,0.47781354,0.45616582,0.4289833
0.7047881,0.69807357,0.84606403,0.6533909,0.81734097,0.69256103,0.7291303,0.82855445,0.48330942,0.5592099,0.5399841,0.44246104,0.53977334,0.33853123,0.33874983,0.31840274
0.31827176,0.50068265,0.5052853,0.5803324,0.6780653,0.7751784,0.8223914,0.64142364,0.81393534,0.8206241,0.74380183,0.66452914,0.81840074,0.4738627,0.44494814,0.4148294
0.36755103,0.5744869,0.5530765,0.5783739,0.7105141,0.806305,0.851081,0.6618438,0.8434146,0.8786736,0.82341504,0.75083673,0.84119016,0.5241235,0.4989258,0.47517064
0.3142135,0.5548256,0.48692757,0.51162773,0.61667025,0.70766723,0.7548749,0.5637251,0.80350375,0.86557925,0.87439346,0.84778285,0.78276986,0.619025,0.58242184,0.550361
0.32574537,0.5355919,0.47901246,0.44863462,0.57027847,0.64379525,0.71787345,0.525504,0.7802302,0.8270458,0.84914464,0.86512655,0.75853246,0.6661377,0.6396009,0.61303663
0.3173968,0.52427864,0.4983581,0.5348421,0.6551191,0.748346,0.7891547,0.63748956,0.7674178,0.7954854,0.72426003,0.65256125,0.82354206,0.43751848,0.4207147,0.41833958
0.26522034,0.4284796,0.38644755,0.3851874,0.4559243,0.515905,0.5727219,0.41634148,0.6348701,0.68663925,0.75806534,0.81425655,0.597908,0.76936716,0.74837345,0.7068801
0.24092762,0.3896565,0.3434206,0.36507314,0.41946104,0.47873816,0.52315754,0.37891254,0.565645,0.5987847,0.66924965,0.7310389,0.521462,0.77764666,0.79753834,0.7684806
0.23850963,0.34879637,0.31705907,0.30729693,0.37271374,0.42463267,0.48311946,0.34001875,0.5309822,0.54800725,0.6080152,0.6807554,0.49610138,0.71075433,0.7687697,0.8013208
