0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.96846545,0.97767466,0.9454346,0.87198275,0.8273239,0.7528046,0.7028722,0.6885002,0.6837345,0.6494766,0.6319252,0.59487164,0.549484,0.45778596,0.39789405,0.3370835,0.293217,0.2769641,0.28060392
0.97165525,0.98497576,0.95511353,0.88274604,0.8401053,0.76894873,0.7187601,0.7042096,0.6997645,0.66655123,0.6479255,0.6104644,0.5632474,0.46882948,0.40634435,0.3442301,0.3001017,0.2844812,0.28875223
0.9685446,0.98506576,0.95934755,0.8883916,0.8467279,0.7794569,0.72447366,0.71083915,0.7060736,0.67283046,0.653816,0.6172617,0.5716895,0.47624552,0.41256508,0.3488427,0.30311224,0.28714213,0.2901075
0.77272695,0.8547048,0.93236417,0.9811903,0.9845316,0.96713245,0.90102243,0.8687098,0.8457307,0.80011404,0.77067786,0.7258107,0.6439226,0.53988427,0.46420288,0.37275574,0.3157406,0.3019401,0.29726622
0.7680321,0.8488529,0.92930984,0.9791085,0.98466736,0.9720853,0.90907437,0.87841696,0.8550055,0.8092124,0.7794746,0.73489976,0.652806,0.5474354,0.47116685,0.37690768,0.31791732,0.30336845,0.2971794
0.7486511,0.8320317,0.9178738,0.9760206,0.986038,0.98069894,0.9214328,0.89086396,0.8673971,0.8225563,0.7934283,0.7488223,0.66735196,0.5600759,0.48096588,0.38316002,0.3235117,0.30863318,0.30289832
0.67841554,0.7501771,0.8267726,0.88157314,0.8990309,0.92609084,0.97377175,0.9730058,0.96281666,0.93980294,0.92098373,0.88577664,0.8122363,0.70223236,0.60428804,0.48374307,0.4217893,0.40048116,0.40864155
0.64966536,0.72248113,0.8002033,0.8573865,0.87651694,0.9061312,0.96616405,0.9728833,0.9701627,0.95578194,0.94189775,0.91360664,0.8409041,0.7375135,0.6409444,0.51352906,0.4450575,0.42274517,0.43204623
0.6428488,0.71674156,0.7955628,0.8538642,0.8732465,0.90478307,0.96260333,0.9713043,0.96984655,0.9589967,0.94636196,0.91931194,0.8445478,0.7444309,0.6462593,0.51790565,0.44990698,0.42998463,0.43626797
0.62837434,0.7021659,0.783542,0.84472007,0.8647645,0.8985485,0.9571322,0.967379,0.9693928,0.9608973,0.94925904,0.92662144,0.8542525,0.7564944,0.663706,0.5294848,0.45562637,0.43594235,0.44246763
0.6196457,0.6931133,0.77468824,0.8368445,0.8573509,0.8928992,0.9534418,0.96574163,0.9690082,0.9620624,0.9510409,0.9316948,0.86143595,0.7666103,0.6734577,0.53863317,0.4628854,0.44299653,0.44889468
0.6120375,0.6846259,0.7658028,0.82475746,0.8446283,0.8800087,0.9442798,0.9595939,0.965738,0.9601166,0.9517451,0.9374137,0.8760702,0.78706014,0.6934393,0.5560371,0.47615066,0.45657736,0.46214962
0.53065425,0.58599794,0.64283824,0.67964363,0.6945367,0.7343595,0.8236702,0.8522815,0.8766573,0.89977264,0.9048526,0.91023856,0.9509823,0.8823179,0.7960696,0.6650091,0.57403606,0.5399232,0.56376415
0.45876762,0.5008017,0.55088645,0.58611536,0.59904987,0.63756555,0.7318943,0.77035964,0.80247414,0.8338478,0.84694946,0.8604348,0.9131853,0.9253409,0.85581774,0.73759335,0.6329118,0.5938036,0.6154231
0.4016748,0.43641734,0.48147178,0.51238644,0.5233972,0.55656713,0.63541055,0.675351,0.708926,0.7449786,0.7579151,0.77574676,0.84231824,0.8842128,0.889199,0.79266024,0.6765914,0.6334078,0.6526299
0.33377326,0.35621712,0.3867394,0.40682068,0.41245133,0.43992695,0.50243175,0.540757,0.5766916,0.61570966,0.6327796,0.6564282,0.73472786,0.7952485,0.84405005,0.8604224,0.7430558,0.6822445,0.7032774
0.2931369,0.31154567,0.3337759,0.3519508,0.35624278,0.3819039,0.44223753,0.47697368,0.50597924,0.54127103,0.5587545,0.5822347,0.65819293,0.7164526,0.7645206,0.8076379,0.8293266,0.7809865,0.795015
0.2968063,0.31398806,0.3266746,0.33925578,0.3410229,0.36445993,0.4232489,0.45415518,0.4819385,0.5147137,0.5314226,0.555328,0.63075465,0.6862945,0.73190004,0.76975864,0.82752085,0.82320625,0.8200637
0.29790244,0.30883145,0.3159582,0.32532576,0.32683063,0.3502482,0.41693366,0.44984338,0.47975814,0.5154351,0.53153384,0.55404717,0.6363241,0.6854395,0.72754264,0.7685989,0.8137163,0.79167134,0.8408229
